0,63,0,5,0,0,4
0,62,0,5,0,0,4
0,57,0,5,0,0,4
0,59,0,5,0,0,4
0,53,0,5,0,0,4
0,61,0,5,0,0,4
0,62,0,6,0,0,4
0,89,0,5,0,0,4
0,60,0,5,0,0,4
0,80,0,13,0,1,4
0,59,0,5,0,0,4
0,62,0,7,0,0,4
0,59,0,5,0,0,4
0,62,0,6,0,0,4
0,69,0,10,0,1,4
0,60,0,5,0,0,4
0,71,0,9,0,1,4
0,59,0,5,0,0,4
0,60,0,6,0,0,4
0,64,0,5,0,0,4
0,62,0,5,0,0,4
0,67,0,5,0,0,4
0,62,0,6,0,0,4
0,64,0,6,0,0,4
0,61,0,7,0,0,4
0,64,0,6,0,0,4
0,61,0,5,0,0,4
0,61,0,6,0,0,4
0,65,2,7,0,0,4
0,63,0,7,0,0,4
0,67,0,7,0,0,4
0,69,0,5,0,0,4
0,58,0,5,0,0,4
0,63,0,7,0,0,4
0,59,0,5,0,0,4
0,62,0,5,0,0,4
0,66,0,5,0,0,4
0,77,0,11,0,1,4
0,62,0,6,0,0,4
0,59,0,5,0,0,4
0,66,0,8,0,1,4
0,58,0,5,0,0,4
0,61,0,5,0,0,4
0,85,0,13,0,1,4
0,60,0,5,0,0,4
0,59,0,5,0,0,4
0,57,0,5,0,0,4
0,56,0,5,0,0,4
0,61,0,6,0,0,4
0,74,0,12,0,1,4
0,62,0,6,0,0,4
0,56,0,5,0,0,4
0,66,0,8,0,1,4
0,60,0,5,0,0,4
0,65,0,7,0,0,4
0,60,0,5,0,0,4
0,56,0,5,0,0,4
0,59,0,5,0,0,4
0,61,0,5,0,0,4
0,58,0,5,0,0,4
0,85,0,5,0,0,4
0,67,0,5,0,0,4
0,67,0,6,0,0,4
0,65,0,5,0,0,4
0,64,2,5,0,0,4
0,64,2,5,0,0,4
0,60,0,7,0,0,4
0,57,0,5,0,0,4
0,59,0,5,0,0,4
0,73,0,5,0,0,4
0,76,0,5,0,0,4
0,75,0,5,0,0,4
0,101,0,8,0,0,4
0,74,0,5,0,0,4
0,108,0,8,0,0,4
0,76,0,5,0,0,4
0,78,0,5,0,0,4
0,111,0,10,0,0,4
0,105,0,9,0,0,4
0,77,0,5,0,0,4
0,115,0,10,0,0,4
0,73,0,5,0,0,4
0,119,0,10,0,0,4
0,114,0,10,0,0,4
0,75,0,5,0,0,4
0,114,0,10,0,0,4
0,76,0,5,0,0,4
0,98,2,7,0,0,4
0,102,0,9,0,0,4
0,72,0,5,0,0,4
0,75,0,5,0,0,4
0,74,0,5,0,0,4
0,76,0,5,0,0,4
0,73,0,5,0,0,4
0,118,0,10,0,0,4
0,78,0,5,0,0,4
0,78,0,5,0,0,4
0,90,4,5,0,0,4
0,77,0,5,0,0,4
0,75,0,5,0,0,4
0,77,0,5,0,0,4
0,74,0,5,0,0,4
0,73,0,5,0,0,4
0,102,0,9,0,0,4
0,78,0,5,0,0,4
0,113,0,10,0,0,4
0,74,0,5,0,0,4
0,77,0,5,0,0,4
0,115,0,10,0,0,4
0,75,0,5,0,0,4
0,72,0,5,0,0,4
0,105,0,8,0,0,4
0,96,0,7,0,0,4
0,75,0,5,0,0,4
0,77,0,5,0,0,4
0,108,0,9,0,0,4
0,78,0,5,0,0,4
0,78,0,5,0,0,4
0,75,0,5,0,0,4
0,73,0,5,0,0,4
0,111,0,9,0,0,4
0,74,0,5,0,0,4
0,76,0,5,0,0,4
0,102,0,8,0,0,4
0,77,0,10,0,1,4
0,72,0,7,0,0,4
0,66,0,8,0,0,4
0,82,0,9,0,0,4
0,102,0,16,0,1,4
0,94,0,12,0,1,4
0,58,0,5,0,0,4
0,75,0,7,0,0,4
0,71,0,8,0,0,4
0,71,0,8,0,0,4
0,69,0,6,0,0,4
0,72,0,7,0,0,4
0,71,0,8,0,0,4
0,70,0,7,0,0,4
0,70,0,7,0,0,4
0,105,0,8,0,0,4
0,89,0,6,0,0,4
0,84,0,6,0,0,4
0,86,0,6,0,0,4
0,83,0,6,0,0,4
0,84,0,6,0,0,4
0,94,0,11,0,1,4
0,116,0,14,0,1,0
0,116,0,15,0,1,0
0,75,0,10,0,1,0
0,75,0,7,0,0,0
0,66,0,6,0,0,0
0,65,0,6,0,0,0
0,68,0,6,0,0,0
0,76,0,6,0,0,0
0,68,0,6,0,0,0
0,75,0,8,0,0,0
0,70,0,7,0,0,0
0,76,0,6,0,0,0
0,66,0,6,0,0,0
0,68,0,6,0,0,0
0,91,0,12,0,1,0
0,75,0,9,0,1,0
0,69,0,6,0,0,0
0,70,0,7,0,0,0
0,74,0,6,0,0,0
0,66,0,6,0,0,0
0,75,0,6,0,0,0
0,72,0,9,0,1,0
0,64,0,6,0,0,0
0,74,0,6,0,0,0
0,66,0,6,0,0,0
0,70,0,6,0,0,0
0,66,0,6,0,0,0
0,69,0,6,0,0,0
0,84,0,6,0,0,0
0,81,0,6,0,0,0
0,83,0,6,0,0,0
0,80,0,6,0,0,0
0,84,0,6,0,0,0
0,82,0,6,0,0,0
0,84,0,6,0,0,0
0,87,2,6,0,0,0
0,85,0,6,0,0,0
0,82,0,6,0,0,0
0,93,0,8,0,0,0
0,83,0,6,0,0,0
0,87,0,6,0,0,0
0,83,0,6,0,0,0
0,82,0,6,0,0,0
0,87,0,6,0,0,0
0,124,0,11,0,0,0
0,85,0,6,0,0,0
0,87,0,6,0,0,0
0,130,0,11,0,0,0
0,84,0,6,0,0,0
0,83,0,6,0,0,0
0,83,0,6,0,0,0
0,85,0,6,0,0,0
0,83,0,6,0,0,0
0,82,0,6,0,0,0
0,84,0,6,0,0,0
0,83,0,6,0,0,0
0,83,0,6,0,0,0
0,119,0,10,0,0,0
0,84,0,6,0,0,0
0,83,0,6,0,0,0
0,85,0,6,0,0,0
0,86,0,6,0,0,0
0,82,0,6,0,0,0
0,81,0,6,0,0,0
0,84,0,6,0,0,0
0,84,0,6,0,0,0
0,83,0,6,0,0,0
0,120,0,10,0,0,0
0,82,0,6,0,0,0
0,82,0,6,0,0,0
0,82,0,6,0,0,0
0,85,0,6,0,0,0
0,82,0,6,0,0,0
0,83,0,6,0,0,0
0,85,0,6,0,0,0
0,81,0,6,0,0,0
0,81,0,6,0,0,0
0,89,0,6,0,0,0
0,119,0,11,0,0,0
0,90,0,10,0,1,0
0,83,0,7,0,0,0
0,86,0,5,0,0,9
0,121,0,10,0,0,9
0,79,0,5,0,0,9
0,121,0,10,0,0,9
0,80,5,3,0,0,8
0,71,4,3,0,0,9
0,31,0,3,0,0,4
0,53,0,4,0,0,4
0,53,0,4,0,0,4
0,52,0,4,0,0,4
0,101,8,4,0,0,4
0,57,0,4,0,0,4
0,72,0,4,0,0,7
0,86,6,4,0,0,3
0,74,2,4,0,0,4
0,57,0,4,0,0,6
0,60,0,4,0,0,7
0,60,0,4,0,0,7
0,60,0,4,0,0,0
0,50,0,4,0,0,5
0,77,0,4,0,0,5
0,78,0,4,0,0,5
0,63,0,4,0,0,5
0,49,0,4,0,0,5
0,78,0,4,0,0,5
0,78,0,4,0,0,5
0,59,0,4,0,0,7
0,54,0,3,0,0,0
0,56,0,3,0,0,0
0,61,0,3,0,0,0
0,55,0,3,0,0,0
0,109,8,4,0,0,8
0,77,0,4,0,0,4
0,78,0,4,0,0,4
0,68,1,6,0,0,3
0,65,0,6,0,0,4
0,120,0,11,0,0,4
0,79,0,6,0,0,4
0,80,0,6,0,0,4
0,80,0,6,0,0,4
0,80,0,6,0,0,4
0,76,0,6,0,0,4
0,118,0,10,0,0,4
0,57,0,4,0,0,1
0,57,0,4,0,0,1
0,57,0,4,0,0,1
0,57,0,4,0,0,1
0,62,1,5,0,0,6
0,62,1,5,0,0,6
0,62,1,5,0,0,6
0,63,1,5,0,0,6
0,63,1,5,0,0,6
0,63,1,5,0,0,6
0,62,1,5,0,0,6
0,62,1,5,0,0,6
0,60,1,5,0,0,6
0,76,1,5,0,0,6
0,69,1,5,0,0,6
0,99,0,10,0,0,5
0,106,0,10,0,0,5
0,62,0,5,0,0,5
0,53,0,5,0,0,5
0,91,7,3,0,0,6
0,83,4,3,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,72,1,5,0,0,6
0,71,1,5,0,0,6
0,64,0,4,0,0,6
0,62,0,4,0,0,6
0,64,0,4,0,0,6
0,77,0,4,0,0,6
0,63,0,4,0,0,6
0,32,0,3,0,0,3
0,79,5,4,0,0,3
0,45,0,3,0,0,0
0,36,0,3,0,0,0
0,43,1,3,0,0,3
0,29,0,2,0,0,7
0,38,0,3,0,0,0
0,27,1,2,0,0,6
0,25,1,2,0,0,4
0,90,8,3,3,0,5
0,76,5,3,3,0,5
0,28,1,2,0,0,6
0,44,1,3,0,0,8
0,35,0,2,0,0,11
0,28,0,2,0,0,6
0,61,2,3,0,0,0
0,87,5,4,0,0,0
0,47,1,4,0,0,5
0,43,0,3,0,0,6
0,29,0,2,0,0,7
0,36,0,3,0,0,0
0,36,0,3,0,0,0
0,35,0,2,0,0,12
0,41,0,2,0,0,16
0,40,0,3,0,0,0
0,31,0,2,0,0,9
0,43,0,3,0,0,11
0,51,0,4,0,0,3
0,78,4,4,0,0,0
0,35,0,3,0,0,0
0,82,5,4,0,0,0
0,62,2,2,0,0,5
0,27,0,2,0,0,5
0,27,0,2,0,0,5
0,42,0,3,0,0,0
0,25,0,2,0,0,3
0,44,0,3,0,0,6
0,50,0,3,0,0,6
0,34,0,3,0,0,0
0,37,0,3,0,0,0
0,35,0,3,0,0,0
0,27,0,2,0,0,6
0,28,0,2,0,0,7
0,46,1,3,0,0,5
0,31,0,2,0,0,9
0,26,0,2,0,0,5
0,37,0,3,0,0,4
0,44,0,3,0,0,9
0,80,1,3,0,0,9
0,27,0,2,0,0,6
0,40,1,3,0,0,6
0,40,0,3,0,0,5
0,183,17,3,2,0,0
0,36,0,2,0,0,12
0,26,0,2,0,0,5
0,41,0,3,0,0,4
0,44,0,5,0,0,0
0,25,0,2,0,0,6
0,28,0,2,0,0,5
0,32,0,3,0,0,0
0,83,6,4,0,0,0
0,43,0,3,0,0,4
0,45,0,3,0,0,6
0,35,0,3,0,0,4
0,26,0,2,0,0,5
0,25,0,2,0,0,5
0,31,0,2,0,0,4
0,51,2,2,0,0,4
0,25,0,2,0,0,5
0,55,0,3,0,0,0
0,25,0,2,0,0,2
0,25,0,2,0,0,5
0,31,0,3,0,0,2
0,24,0,2,4,0,5
0,29,0,2,0,0,6
0,85,3,4,0,0,0
0,34,0,2,0,0,9
0,28,0,2,0,0,6
0,27,1,2,0,0,6
0,44,1,3,0,0,0
0,49,0,3,0,0,7
0,156,14,4,0,0,0
0,99,6,4,0,0,0
0,31,0,2,0,0,10
0,38,0,3,0,0,0
0,51,2,3,0,0,9
0,35,0,3,0,0,0
0,30,0,2,0,0,8
0,27,0,2,0,0,6
0,36,0,3,0,0,0
0,56,0,3,0,0,7
0,49,0,3,0,0,7
0,49,0,3,0,0,7
0,164,14,3,0,0,4
0,58,1,4,0,0,5
0,28,0,2,0,0,6
0,59,0,3,0,0,4
0,47,0,3,0,0,0
0,50,0,3,0,0,0
0,24,0,2,0,0,4
0,49,0,2,0,0,11
0,31,0,3,0,0,0
0,57,2,3,0,0,5
0,63,1,3,0,0,5
0,63,2,3,0,0,5
0,63,1,3,0,0,5
0,62,1,3,0,0,5
0,63,3,3,0,0,5
0,30,0,2,0,0,7
0,42,0,2,2,0,12
0,60,0,4,0,0,0
0,38,0,3,0,0,0
0,66,0,3,0,0,3
0,56,0,3,0,0,3
0,48,0,3,0,0,4
0,28,0,2,0,0,6
0,43,0,3,0,0,0
0,51,0,3,0,0,12
0,27,0,2,0,0,6
0,30,0,2,0,0,8
0,32,0,2,0,0,7
0,59,1,3,0,0,7
0,47,0,4,0,0,3
0,47,0,4,0,0,3
0,57,1,2,0,0,6
0,38,0,2,0,0,13
0,90,7,2,0,0,4
0,47,1,3,0,0,8
0,54,2,3,1,0,8
0,63,0,4,1,0,7
0,64,0,4,1,0,7
0,48,0,3,0,0,9
0,95,0,7,0,0,8
0,34,0,2,0,0,8
0,76,5,3,0,0,5
0,33,0,2,0,0,8
0,133,12,3,0,0,10
0,144,14,3,0,0,10
0,41,0,2,0,0,9
0,46,0,3,0,0,0
0,95,6,4,0,0,0
0,73,4,3,0,0,2
0,71,3,2,0,0,4
0,30,0,2,0,0,6
0,105,11,4,0,0,5
0,75,7,4,0,0,5
0,80,6,4,0,0,5
0,44,2,3,0,0,5
0,27,0,2,0,0,6
0,76,4,4,0,0,0
0,295,3,3,1,0,6
0,94,3,3,1,0,6
0,64,1,3,1,0,6
0,65,1,3,1,0,6
0,27,0,2,0,0,6
0,39,0,3,4,0,0
0,35,0,3,0,0,0
0,124,4,3,0,0,8
0,128,4,3,0,0,8
0,38,0,4,0,0,0
0,27,0,2,0,0,7
0,36,0,2,0,0,11
0,33,0,2,0,0,7
0,46,0,3,0,0,7
0,70,0,4,2,0,4
0,32,0,2,0,0,10
0,26,0,2,0,0,6
0,26,0,2,0,0,6
0,30,0,2,0,0,8
0,54,1,2,0,0,8
0,26,0,2,0,0,6
0,50,1,2,0,0,6
0,71,3,3,0,0,4
0,43,0,3,0,0,0
0,95,9,3,3,0,5
0,102,9,3,3,0,5
0,106,11,3,3,0,5
0,40,0,3,0,0,8
0,30,0,2,0,0,7
0,34,0,2,0,0,7
0,28,0,2,0,0,7
0,30,0,2,0,0,7
0,32,0,2,0,0,7
0,55,0,3,0,0,7
0,88,4,5,0,0,4
0,24,0,2,0,0,4
0,28,1,2,0,0,6
0,28,0,2,0,0,5
0,69,2,4,0,0,0
0,42,1,4,1,0,5
0,68,0,4,0,0,6
0,197,9,4,0,0,4
0,159,11,4,0,0,4
0,136,7,4,0,0,4
0,151,11,4,0,0,4
0,47,0,4,0,0,5
0,69,0,2,0,0,4
0,86,1,3,0,0,3
0,72,0,4,0,0,0
0,119,10,3,0,0,0
0,33,0,2,0,0,9
0,116,10,2,0,0,5
0,89,9,3,0,0,0
0,48,3,3,1,0,3
0,64,5,3,1,0,3
0,96,9,3,0,0,0
0,38,0,3,0,0,8
0,32,0,2,0,0,8
0,29,0,2,0,0,7
0,99,8,2,0,0,2
0,28,0,2,0,0,6
0,85,5,4,0,0,0
0,67,0,4,0,0,0
0,77,4,3,0,0,7
0,100,8,3,0,0,7
0,93,5,4,0,0,0
0,60,0,4,0,0,5
0,45,0,4,0,0,5
0,57,0,4,0,0,5
0,55,0,4,0,0,5
0,60,0,4,0,0,5
0,54,0,4,0,0,5
0,29,0,3,0,0,0
0,49,0,3,0,0,0
0,101,1,4,0,0,0
0,83,0,4,0,0,0
0,102,0,4,0,0,0
0,74,0,4,0,0,0
0,82,0,4,0,0,0
0,76,0,4,0,0,0
0,93,0,4,0,0,0
0,80,0,4,0,0,0
0,80,0,4,0,0,0
0,84,0,4,0,0,0
0,80,0,4,0,0,0
0,78,0,4,0,0,0
0,79,1,4,0,0,0
0,73,0,4,0,0,0
0,72,0,4,0,0,0
0,97,0,4,0,0,0
0,89,0,4,0,0,0
0,99,1,4,0,0,0
0,79,1,4,0,0,0
0,75,0,4,0,0,0
0,79,0,4,0,0,0
0,78,0,4,0,0,0
0,92,0,4,0,0,0
0,93,0,4,0,0,0
0,75,0,4,0,0,0
0,91,0,4,0,0,0
0,96,0,4,0,0,0
0,95,0,4,0,0,0
0,85,0,4,0,0,0
0,78,0,4,0,0,0
0,102,0,4,0,0,0
0,81,0,4,0,0,0
0,85,0,4,0,0,0
0,80,0,4,0,0,0
0,88,0,4,0,0,0
0,82,0,4,0,0,0
0,102,0,4,0,0,0
0,77,0,4,0,0,0
0,75,0,4,0,0,0
0,98,1,4,0,0,0
0,90,0,4,0,0,0
0,96,0,4,0,0,0
0,70,0,4,0,0,0
0,88,1,4,0,0,0
0,90,0,4,0,0,0
0,95,0,4,0,0,0
0,84,0,4,0,0,0
0,91,0,4,0,0,0
0,80,0,4,0,0,0
0,82,0,4,0,0,0
0,89,0,4,0,0,0
0,102,0,4,0,0,0
0,102,0,4,0,0,0
0,100,0,4,0,0,0
0,76,1,4,0,0,0
0,73,0,4,0,0,0
0,95,0,4,0,0,0
0,79,0,4,0,0,0
0,90,0,4,0,0,0
0,92,0,4,0,0,0
0,83,1,4,0,0,0
0,74,0,4,0,0,0
0,96,0,4,0,0,0
0,77,0,4,0,0,0
0,83,0,4,0,0,0
0,87,0,4,0,0,0
0,86,0,4,0,0,0
0,94,0,4,0,0,0
0,76,0,4,0,0,0
0,78,0,4,0,0,0
0,102,0,4,0,0,0
0,73,0,4,0,0,0
0,98,0,4,0,0,0
0,75,0,4,0,0,0
0,87,0,4,0,0,0
0,68,0,4,0,0,0
0,79,0,4,0,0,0
0,81,0,4,0,0,0
0,32,0,4,0,0,0
0,46,0,3,0,0,7
0,29,0,3,0,0,3
0,35,0,5,0,0,0
0,32,0,4,0,0,0
0,94,4,3,0,0,9
0,90,3,3,0,0,9
0,118,9,3,0,0,9
0,103,5,3,0,0,9
0,82,2,3,0,0,9
0,116,7,3,0,0,9
0,95,4,3,0,0,9
0,76,2,3,0,0,9
0,109,5,3,0,0,9
0,87,2,3,0,0,9
0,97,5,3,0,0,9
0,97,5,3,0,0,9
0,82,2,3,0,0,9
0,92,4,3,0,0,9
0,35,0,3,0,0,7
0,107,10,3,0,0,0
0,37,0,3,0,0,4
0,31,0,2,0,0,8
0,79,4,4,0,0,9
0,64,2,4,0,0,9
0,63,0,4,0,0,6
0,48,1,3,0,0,0
0,32,0,2,0,0,8
0,111,11,2,0,0,6
0,74,3,4,0,0,0
0,38,0,2,0,0,14
0,112,9,4,0,0,6
0,30,0,3,0,0,1
0,75,7,2,0,0,4
0,36,0,3,0,0,0
0,52,0,4,0,0,0
0,48,0,4,0,0,0
0,95,0,5,0,0,0
0,35,1,3,0,0,3
0,46,1,2,0,0,5
0,48,0,4,0,0,0
0,28,0,2,0,0,7
0,69,5,2,0,0,3
0,61,3,2,0,0,3
0,62,5,2,0,0,3
0,70,7,2,0,0,3
0,54,3,2,0,0,3
0,62,5,2,0,0,3
0,92,12,2,0,0,3
0,85,4,2,0,0,3
0,114,11,2,0,0,3
0,104,9,2,0,0,3
0,55,3,2,0,0,3
0,66,0,2,0,0,3
0,63,0,2,0,0,3
0,64,0,2,0,0,3
0,85,8,2,0,0,3
0,64,4,2,0,0,3
0,78,6,2,0,0,3
0,106,13,2,0,0,3
0,56,3,2,0,0,3
0,74,6,2,0,0,3
0,49,0,3,0,0,0
0,27,0,2,0,0,5
0,33,0,3,0,0,0
0,59,0,3,0,0,8
0,59,0,3,0,0,8
0,44,0,3,0,0,8
0,56,1,3,0,0,8
0,54,1,3,0,0,9
0,68,1,2,0,0,10
0,88,4,4,0,0,0
0,120,12,3,0,0,0
0,133,13,4,0,0,0
0,42,0,4,1,0,1
0,38,0,2,0,0,13
0,94,6,3,0,0,0
0,54,1,3,0,0,7
0,40,0,3,0,0,3
0,36,0,3,0,0,3
0,39,0,2,0,0,8
0,36,1,2,0,0,12
0,38,0,2,0,0,14
0,28,1,2,0,0,5
0,33,1,2,0,0,10
0,23,0,2,0,0,3
0,30,0,2,0,0,7
0,31,0,2,0,0,8
0,32,0,2,0,0,5
0,36,0,2,0,0,10
0,52,1,2,0,0,9
0,28,0,2,0,0,4
0,36,0,3,0,0,0
0,44,0,3,0,0,9
0,36,0,3,0,0,0
0,62,6,2,0,0,7
0,72,6,2,0,0,7
0,82,6,2,0,0,7
0,116,14,2,0,0,7
0,99,7,3,0,0,6
0,77,7,2,0,0,11
0,44,0,3,0,0,0
0,50,0,3,0,0,0
0,92,4,4,0,0,0
0,85,5,4,0,0,0
0,86,6,4,0,0,0
0,85,6,4,0,0,0
0,89,4,4,0,0,0
0,31,0,2,0,0,7
0,73,3,4,0,0,0
0,30,0,2,0,0,8
0,53,0,3,0,0,5
0,58,0,3,0,0,5
0,48,0,3,0,0,5
0,53,1,3,0,0,5
0,49,0,3,0,0,5
0,91,5,4,0,0,0
0,24,0,2,2,0,4
0,48,0,2,0,0,11
0,29,1,2,0,0,5
0,52,1,3,0,0,0
0,55,1,3,0,0,0
0,55,1,3,0,0,0
0,51,1,3,0,0,0
0,53,1,3,0,0,0
0,55,1,3,0,0,0
0,78,5,3,0,0,8
0,78,3,3,0,0,8
0,82,5,3,0,0,0
0,99,9,3,0,0,0
0,108,10,3,0,0,0
0,83,0,4,0,0,5
0,90,0,4,0,0,5
0,84,0,4,0,0,5
0,98,0,4,0,0,5
0,112,0,4,0,0,5
0,51,0,2,0,0,0
0,38,0,3,0,0,0
0,38,0,3,0,0,0
0,57,0,4,0,0,0
0,121,0,6,0,0,0
0,66,0,5,0,0,0
0,107,7,3,0,0,4
0,136,12,3,0,0,4
0,151,12,3,0,0,4
0,134,13,3,0,0,4
0,162,17,3,0,0,4
0,127,10,3,0,0,4
0,85,5,4,4,0,0
0,72,2,4,4,0,0
0,85,5,4,4,0,0
0,90,6,4,0,0,0
0,135,1,2,0,0,6
0,84,4,4,3,0,0
0,57,0,3,0,0,11
0,35,0,2,0,0,9
0,94,5,4,0,0,6
0,34,0,2,0,0,10
0,27,0,2,0,0,4
0,69,0,3,0,0,6
0,34,0,2,0,0,10
0,36,0,2,0,0,11
0,31,0,2,0,0,6
0,66,0,4,0,0,4
0,24,0,2,0,0,1
0,109,8,3,0,0,3
0,27,0,2,0,0,5
0,39,0,3,0,0,5
0,40,0,4,0,0,0
0,57,0,5,0,0,0
0,35,0,3,0,0,0
0,59,0,4,0,0,0
0,44,1,2,0,0,10
0,31,0,2,0,0,8
0,46,0,3,0,0,0
0,79,3,4,0,0,0
0,101,8,2,0,0,8
0,101,10,2,0,0,8
0,41,0,3,0,0,2
0,52,0,3,0,0,0
0,74,0,4,0,0,0
0,42,0,3,0,0,0
0,40,0,3,4,0,0
0,40,0,3,4,0,0
0,85,4,4,4,0,0
0,38,0,3,0,0,4
0,51,0,2,0,0,4
0,58,1,3,0,0,4
0,72,1,5,3,0,5
0,49,1,2,0,0,10
0,53,1,2,0,0,10
0,60,3,2,0,0,10
0,41,0,2,0,0,11
0,43,0,2,0,0,16
0,55,0,3,0,0,8
0,51,0,3,0,0,0
0,40,0,3,0,0,0
0,26,0,2,0,0,5
0,91,5,4,0,0,0
0,32,0,2,0,0,8
0,34,0,2,0,0,11
0,33,0,3,0,0,4
0,52,1,3,0,0,12
0,53,1,3,0,0,12
0,36,0,3,0,0,6
0,42,0,3,0,0,0
0,31,0,2,0,0,8
0,31,0,2,0,0,8
0,27,0,2,0,0,5
0,31,0,3,0,0,3
0,29,0,3,0,0,2
0,28,0,2,0,0,5
0,31,0,3,0,0,0
0,31,0,2,0,0,8
0,38,0,3,0,0,0
0,59,3,2,0,0,7
0,83,5,4,0,0,0
0,29,0,2,0,0,7
0,24,0,2,2,0,4
0,27,0,2,0,0,5
0,51,1,3,0,0,10
0,62,0,3,0,0,11
0,59,0,3,0,0,0
0,40,0,3,3,0,0
0,55,0,3,3,0,0
0,35,0,3,0,0,0
0,31,0,2,1,0,8
0,86,7,4,0,0,0
0,82,4,4,0,0,0
0,80,4,4,0,0,0
0,50,0,4,0,0,0
0,51,0,4,0,0,0
0,55,0,4,0,0,0
0,55,0,4,0,0,0
0,50,0,4,0,0,0
0,63,0,4,0,0,0
0,60,0,4,0,0,0
0,93,0,3,0,0,10
0,38,0,3,0,0,0
0,90,5,4,0,0,0
0,39,0,3,0,0,7
0,29,0,2,0,0,6
0,90,5,4,0,0,0
0,41,0,3,0,0,0
0,37,0,2,0,0,7
0,53,0,3,0,0,7
0,58,0,3,0,0,7
0,65,0,3,0,0,7
0,53,0,3,0,0,7
0,55,0,3,0,0,7
0,52,0,3,0,0,7
0,48,0,3,0,0,7
0,60,0,3,0,0,7
0,55,0,3,0,0,7
0,53,0,3,0,0,7
0,39,0,2,0,0,7
0,73,0,3,0,0,7
0,59,0,3,0,0,7
0,58,0,3,0,0,7
0,34,0,2,0,0,8
0,56,0,3,0,0,3
0,63,0,3,0,0,3
0,62,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,61,0,3,0,0,3
0,62,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,60,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,60,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,62,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,63,0,3,0,0,3
0,62,0,3,0,0,3
0,60,0,3,0,0,3
0,63,0,3,0,0,3
0,60,0,3,0,0,3
0,63,0,3,0,0,3
0,61,0,3,0,0,3
0,60,0,3,0,0,3
0,61,0,3,0,0,3
0,61,0,3,0,0,3
0,62,0,3,0,0,3
0,62,0,3,0,0,3
0,61,0,3,0,0,3
0,61,0,3,0,0,3
0,61,0,3,0,0,3
0,61,0,3,0,0,3
0,61,0,3,0,0,3
0,49,0,3,0,0,3
0,49,0,3,0,0,3
0,52,0,3,0,0,3
0,55,0,3,0,0,3
0,56,0,4,0,0,3
0,66,0,4,0,0,3
0,50,0,3,0,0,3
0,50,0,3,0,0,3
0,75,0,4,0,0,3
0,52,0,3,0,0,3
0,69,0,4,0,0,3
0,51,0,3,0,0,3
0,55,0,3,0,0,3
0,52,0,3,0,0,3
0,113,10,3,0,0,6
0,92,8,3,0,0,6
0,97,11,3,0,0,6
0,42,0,4,0,0,5
0,56,1,4,0,0,0
0,40,1,3,0,0,7
0,83,5,4,0,0,0
0,73,1,4,0,0,2
0,43,0,2,0,0,9
0,44,0,3,3,0,0
0,100,5,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,53,0,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,54,0,4,0,0,0
0,53,0,4,0,0,0
0,53,0,4,0,0,0
0,53,0,4,0,0,0
0,40,0,3,4,0,0
0,78,0,4,0,0,0
0,37,0,3,0,0,0
0,92,8,2,0,0,8
0,37,0,2,0,0,5
0,82,6,4,0,0,4
0,22,0,2,0,0,3
0,33,0,3,0,0,3
0,41,0,3,0,0,8
0,89,5,4,0,0,0
0,42,0,3,0,0,2
0,53,2,5,0,0,2
0,55,1,4,4,0,5
0,82,0,4,2,0,2
0,49,0,5,0,0,5
0,39,0,3,0,0,0
0,43,3,3,0,0,0
0,93,1,3,0,0,4
0,30,0,2,0,0,7
0,54,1,4,0,0,0
0,60,2,2,0,0,6
0,48,0,4,0,0,5
0,56,2,4,0,0,3
0,50,0,4,0,0,12
0,31,0,2,0,0,6
0,34,0,2,0,0,11
0,88,5,4,0,0,0
0,34,0,2,0,0,9
0,36,0,3,0,0,4
0,44,0,3,0,0,0
0,25,0,2,0,0,4
0,32,0,2,0,0,4
0,40,1,3,0,0,0
0,55,0,4,0,0,3
0,68,0,4,3,0,3
0,60,1,2,0,0,11
0,28,0,2,0,0,7
0,46,0,2,0,0,20
0,45,0,3,0,0,10
0,44,0,3,0,0,6
0,34,0,2,0,0,12
0,35,0,2,0,0,12
